Ortschaftsname,PLZ,Zusatzziffer,Gemeindename,BFS-Nr,Kantonskürzel,E,N,Sprache
Chexbres,1071,0,Chexbres,5601,VD,549233.207354118,148095.681717367,fr
Forel (Lavaux),1072,0,Forel (Lavaux),5604,VD,548699.384268845,154649.12380345,fr
Les Cullayes,1080,0,Forel (Lavaux),5604,VD,547950.708073191,157332.162647265,fr
Grandvaux,1091,0,Forel (Lavaux),5604,VD,546476.879870369,151512.260797545,fr
La Croix (Lutry),1090,0,Lutry,5606,VD,543523.71090391,151972.007881574,fr
Belmont-sur-Lausanne,1092,0,Lutry,5606,VD,542732.97915479,152808.474272335,fr
La Conversion,1093,0,Lutry,5606,VD,542257.174367576,151789.628554506,fr
Lutry,1095,0,Lutry,5606,VD,542257.039051982,150429.3663773,fr
Puidoux,1070,0,Puidoux,5607,VD,548369.518559141,149393.839194041,fr
Rivaz,1071,1,Puidoux,5607,VD,549211.76721423,147273.727035622,fr
Cully,1096,0,Puidoux,5607,VD,547503.563330504,148390.53165056,fr
Epesses,1098,0,Puidoux,5607,VD,547714.402908424,148488.168230841,fr
Les Thioleyres,1607,4,Puidoux,5607,VD,551632.198491894,154516.974484917,fr
Chexbres,1071,0,Rivaz,5609,VD,549229.811560029,147737.071114725,fr
Rivaz,1071,1,Rivaz,5609,VD,549304.027971058,147439.543547145,fr
Chexbres,1071,0,Saint-Saphorin (Lavaux),5610,VD,550377.112027332,147983.566187776,fr
St-Saphorin (Lavaux),1071,2,Saint-Saphorin (Lavaux),5610,VD,550651.754197408,147101.274084717,fr
Savigny,1073,0,Savigny,5611,VD,545874.323288636,154276.819035184,fr
Mollie-Margot,1073,2,Savigny,5611,VD,547222.177423401,156401.963091495,fr
La Croix (Lutry),1090,0,Savigny,5611,VD,544558.910927246,152150.74556582,fr
Aran,1091,1,Savigny,5611,VD,544854.471971451,152140.220538699,fr
Puidoux,1070,0,Bourg-en-Lavaux,5613,VD,547478.111543988,150647.573501053,fr
Grandvaux,1091,0,Bourg-en-Lavaux,5613,VD,544540.036713308,149410.313419544,fr
Aran,1091,1,Bourg-en-Lavaux,5613,VD,544090.554483599,149892.746138833,fr
Chenaux,1091,3,Bourg-en-Lavaux,5613,VD,545502.102674492,149519.410398471,fr
Lutry,1095,0,Bourg-en-Lavaux,5613,VD,543839.957910256,150296.303287868,fr
Cully,1096,0,Bourg-en-Lavaux,5613,VD,545544.700218523,148848.039489058,fr
Villette (Lavaux),1096,2,Bourg-en-Lavaux,5613,VD,544101.782228644,149415.082727942,fr
Riex,1097,0,Bourg-en-Lavaux,5613,VD,546031.938891912,149353.245594024,fr
Epesses,1098,0,Bourg-en-Lavaux,5613,VD,546989.840147044,149101.218011292,fr
Aclens,1123,0,Aclens,5621,VD,528791.61258991,157797.293054434,fr
Bremblens,1121,0,Bremblens,5622,VD,529367.088941746,155459.600892688,fr
Buchillon,1164,0,Buchillon,5623,VD,521858.986946864,147045.073041036,fr
Bussigny,1030,0,Bussigny,5624,VD,531933.260197371,156149.914090512,fr
Lausanne,1015,0,Chavannes-près-Renens,5627,VD,534441.955784747,152811.97762649,fr
Chavannes-près-Renens,1022,0,Chavannes-près-Renens,5627,VD,533850.520593629,154202.513532523,fr
Chigny,1134,2,Chigny,5628,VD,526211.622169517,152540.138321117,fr
Clarmont,1127,0,Clarmont,5629,VD,524197.398246146,155586.369336076,fr
Denens,1135,0,Denens,5631,VD,524657.677435967,152438.717053078,fr
Denges,1026,2,Denges,5632,VD,530967.630980876,152848.653238219,fr
Echandens,1026,3,Echandens,5633,VD,531244.083391247,153895.521324257,fr
Echichens,1112,0,Echichens,5634,VD,527877.42129333,153179.04172066,fr
St-Saphorin-sur-Morges,1113,0,Echichens,5634,VD,527053.410376977,155364.367258809,fr
Colombier VD,1114,0,Echichens,5634,VD,526146.213497914,156595.784841704,fr
Monnaz,1125,0,Echichens,5634,VD,526370.532173729,153472.242265277,fr
Lausanne,1015,0,Ecublens (VD),5635,VD,533292.310864826,152456.883405446,fr
Ecublens VD,1024,0,Ecublens (VD),5635,VD,532739.622128318,153135.154486827,fr
Etoy,1163,0,Etoy,5636,VD,521830.377331485,148820.251665742,fr
Aubonne,1170,0,Lavigny,5637,VD,520828.977376233,149007.254731237,fr
Lavigny,1175,0,Lavigny,5637,VD,520629.196461598,150437.119143821,fr
Lonay,1027,0,Lonay,5638,VD,529584.212004357,153210.082593505,fr
Lully VD,1132,0,Lully (VD),5639,VD,525288.36778619,150973.802194442,fr
St-Prex,1162,0,Lully (VD),5639,VD,525705.379005276,149798.239599129,fr
Lussy-sur-Morges,1167,0,Lussy-sur-Morges,5640,VD,524162.603840488,150741.228487064,fr
Morges,1110,0,Morges,5642,VD,527960.596118774,151478.770801249,fr
Préverenges,1028,0,Préverenges,5643,VD,530039.031205822,152306.496807471,fr
Romanel-sur-Morges,1122,0,Romanel-sur-Morges,5645,VD,528914.060594175,156451.651451875,fr
St-Prex,1162,0,Saint-Prex,5646,VD,524715.720232073,148250.44927204,fr
Lausanne,1015,0,Saint-Sulpice (VD),5648,VD,534258.478251277,152326.216977504,fr
St-Sulpice VD,1025,0,Saint-Sulpice (VD),5648,VD,532560.453939175,151236.942705454,fr
Tolochenaz,1131,0,Tolochenaz,5649,VD,525949.452699062,150967.866416532,fr
Vaux-sur-Morges,1126,0,Vaux-sur-Morges,5650,VD,525412.754968117,154379.157509102,fr
Villars-Ste-Croix,1029,0,Villars-Sainte-Croix,5651,VD,532683.670929345,157622.394565096,fr
Villars-sous-Yens,1168,0,Villars-sous-Yens,5652,VD,522481.906628955,151509.980314478,fr
Vufflens-le-Château,1134,0,Vufflens-le-Château,5653,VD,525750.179732354,153293.844218502,fr
Vullierens,1115,0,Vullierens,5654,VD,526606.142086707,158549.723856777,fr
Yens,1169,0,Yens,5655,VD,521614.895582606,152432.69810034,fr
Cottens VD,1116,0,Hautemorges,5656,VD,524552.858368191,158397.838543374,fr
Reverolle,1128,0,Hautemorges,5656,VD,523378.992888301,155059.907853468,fr
Bussy-Chardonney,1136,0,Hautemorges,5656,VD,523585.169012132,153579.766417711,fr
Sévery,1141,0,Hautemorges,5656,VD,523296.808008704,158781.244934259,fr
Pampigny,1142,0,Hautemorges,5656,VD,522607.415887078,159428.704596232,fr
Apples,1143,0,Hautemorges,5656,VD,522542.83692337,156162.655311478,fr
Bercher,1038,0,Boulens,5661,VD,544840.441090334,171812.867545002,fr
Boulens,1063,3,Boulens,5661,VD,544943.578067742,170325.74332604,fr
Bussy-sur-Moudon,1514,0,Bussy-sur-Moudon,5663,VD,551995.875953093,170806.015935458,fr
Moudon,1510,0,Chavannes-sur-Moudon,5665,VD,552925.61220292,168938.287214878,fr
Chavannes-sur-Moudon,1512,0,Chavannes-sur-Moudon,5665,VD,551757.491326135,167513.804028765,fr
Curtilles,1521,0,Curtilles,5669,VD,554799.086042398,172555.836962618,fr
Dompierre VD,1682,3,Dompierre (VD),5671,VD,557475.651609604,173174.278032604,fr
Peney-le-Jorat,1059,0,Hermenches,5673,VD,546662.789636933,165512.148651839,fr
Hermenches,1513,0,Hermenches,5673,VD,548056.754142196,165853.854190734,fr
Lovatens,1682,2,Lovatens,5674,VD,556130.278952389,171510.522165924,fr
Lucens,1522,0,Lucens,5675,VD,554070.936122144,173411.135115625,fr
Oulens-sur-Lucens,1522,9,Lucens,5675,VD,551781.649796952,172771.117848493,fr
Forel-sur-Lucens,1526,0,Lucens,5675,VD,552939.9937813,175490.837636953,fr
Cremin,1526,2,Lucens,5675,VD,554427.475305712,174945.119488991,fr
Brenles,1683,0,Lucens,5675,VD,555277.764649289,169047.676549407,fr
Chesalles-sur-Moudon,1683,2,Lucens,5675,VD,553654.339064204,169507.219349659,fr
Sarzens,1683,3,Lucens,5675,VD,554973.927601081,170286.714006013,fr
Moudon,1510,0,Moudon,5678,VD,551060.892116626,168747.269414818,fr
Ogens,1045,0,Ogens,5680,VD,545203.206557721,173567.17317173,fr
Prévonloup,1682,0,Prévonloup,5683,VD,557392.101857698,172214.717084622,fr
Rossenges,1513,2,Rossenges,5684,VD,549044.840407791,167159.319471276,fr
Syens,1510,2,Syens,5688,VD,549481.781931811,166300.702416515,fr
Villars-le-Comte,1515,0,Villars-le-Comte,5690,VD,551137.193381724,173469.608918663,fr
Vucherens,1509,0,Vucherens,5692,VD,549089.730854637,163691.39973026,fr
Bercher,1038,0,Montanaire,5693,VD,544884.63998393,171890.394950471,fr
Chapelle-sur-Moudon,1063,0,Montanaire,5693,VD,546143.941198783,168983.661389651,fr
Martherenges,1063,2,Montanaire,5693,VD,547541.698806984,167991.53223979,fr
Peyres-Possens,1063,4,Montanaire,5693,VD,543998.028287604,168273.061064994,fr
Chanéaz,1409,0,Montanaire,5693,VD,546807.033265809,175619.600507713,fr
Thierrens,1410,0,Montanaire,5693,VD,547811.842302217,172651.852997753,fr
Correvon,1410,2,Montanaire,5693,VD,546371.126559687,174093.671197065,fr
Denezy,1410,3,Montanaire,5693,VD,550006.612255283,174492.000101998,fr
St-Cierges,1410,5,Montanaire,5693,VD,545978.603914932,171150.692528896,fr
Neyruz-sur-Moudon,1515,1,Montanaire,5693,VD,550174.958833845,172053.18156345,fr
Arnex-sur-Nyon,1277,1,Arnex-sur-Nyon,5701,VD,504044.645648239,136759.29883406,fr
St-Cergue,1264,0,Arzier-Le Muids,5702,VD,499492.074586586,147229.453568249,fr
Arzier-Le Muids,1273,0,Arzier-Le Muids,5702,VD,505415.488414418,146208.546047376,fr
Bassins,1269,0,Bassins,5703,VD,507272.657119133,146359.374879473,fr
Begnins,1268,0,Begnins,5704,VD,508774.721631621,143963.55851579,fr
Bogis-Bossey,1279,2,Bogis-Bossey,5705,VD,502066.553134475,134400.390745198,fr
Borex,1277,0,Borex,5706,VD,502983.908217272,137149.561439311,fr
Chavannes-de-Bogis,1279,0,Chavannes-de-Bogis,5707,VD,501745.428983819,133354.183334443,fr
Chavannes-des-Bois,1290,2,Chavannes-des-Bois,5708,VD,499495.213761465,130233.896743627,fr
Chéserex,1275,0,Chéserex,5709,VD,502826.78626097,139602.058451946,fr
Gingins,1276,0,Chéserex,5709,VD,497074.837677868,142418.332292696,fr
Coinsins,1267,2,Coinsins,5710,VD,507813.053746739,142068.14194153,fr
Commugny,1291,0,Commugny,5711,VD,503093.974305177,130641.719778848,fr
Coppet,1296,0,Coppet,5712,VD,504064.387021626,130148.778651282,fr
Founex,1297,0,Coppet,5712,VD,503683.412194097,131554.340769699,fr
Crans VD,1299,0,Crans (VD),5713,VD,505156.504474294,134581.235487073,fr
Crassier,1263,0,Crassier,5714,VD,501912.914209783,136675.98934675,fr
Duillier,1266,0,Duillier,5715,VD,507299.932979016,140448.120062868,fr
Eysins,1262,0,Eysins,5716,VD,505069.38833589,137185.041697869,fr
Founex,1297,0,Founex,5717,VD,504066.487332758,132044.298172209,fr
Genolier,1272,0,Genolier,5718,VD,506182.448233928,143321.450370646,fr
Gingins,1276,0,Gingins,5719,VD,503199.926828315,140569.853905505,fr
Givrins,1271,0,Givrins,5720,VD,504958.360378372,142740.707812956,fr
Genolier,1272,0,Givrins,5720,VD,504746.311376434,143718.908827094,fr
Gland,1196,0,Gland,5721,VD,509798.421371007,142047.365188914,fr
Grens,1274,3,Grens,5722,VD,504125.509585182,138939.111150184,fr
Versoix,1290,0,Mies,5723,VD,501272.89535885,128292.559342175,fr
Mies,1295,1,Mies,5723,VD,502338.363373623,129011.871396778,fr
Nyon,1260,0,Nyon,5724,VD,507633.964537536,137312.96020843,fr
Prangins,1197,0,Prangins,5725,VD,508568.780398536,138823.21850883,fr
Nyon,1260,0,Prangins,5725,VD,507779.705306024,138756.950692084,fr
Chéserex,1275,0,La Rippe,5726,VD,500707.984758505,139406.516388159,fr
La Rippe,1278,0,La Rippe,5726,VD,500885.991944893,137517.149191607,fr
St-Cergue,1264,0,Saint-Cergue,5727,VD,501662.500475671,144870.982828915,fr
La Cure,1265,0,Saint-Cergue,5727,VD,495289.629999723,146727.973863664,fr
Gingins,1276,0,Saint-Cergue,5727,VD,502897.417880117,142444.414997839,fr
Signy,1274,1,Signy-Avenex,5728,VD,504889.625246505,138491.418822799,fr
Tannay,1295,2,Tannay,5729,VD,502752.942845601,129385.075976239,fr
Trélex,1270,0,Trélex,5730,VD,505070.622001401,140955.017551564,fr
Le Vaud,1261,33,Le Vaud,5731,VD,507535.776415917,148041.137886031,fr
Vich,1267,1,Vich,5732,VD,508612.614875956,142691.897495617,fr
L'Abergement,1355,0,L'Abergement,5741,VD,527476.726105614,178572.723977588,fr
Lignerolle,1357,0,L'Abergement,5741,VD,524249.127772327,179812.427807929,fr
Agiez,1352,0,Agiez,5742,VD,528757.228997272,174540.215922275,fr
Arnex-sur-Orbe,1321,0,Arnex-sur-Orbe,5743,VD,529672.44627037,171749.140548396,fr
Ballaigues,1338,0,Ballaigues,5744,VD,521736.437242343,175850.006562444,fr
Baulmes,1446,0,Baulmes,5745,VD,529728.933869702,182608.72004102,fr
L'Auberson,1454,0,Baulmes,5745,VD,524529.621438338,183575.472501803,fr
Bavois,1372,0,Bavois,5746,VD,533213.468727934,170831.299020131,fr
Bofflens,1353,0,Bofflens,5747,VD,528133.080905238,172862.894925142,fr
Bretonnières,1329,0,Bretonnières,5748,VD,526333.105979886,173888.75365475,fr
Chavornay,1373,0,Chavornay,5749,VD,533609.342935388,172614.913429112,fr
Corcelles-sur-Chavornay,1374,0,Chavornay,5749,VD,535868.963162684,172847.69700559,fr
Essert-Pittet,1435,0,Chavornay,5749,VD,534660.390516846,175532.54329938,fr
Les Clées,1356,0,Les Clées,5750,VD,525408.889594969,176058.253173175,fr
La Russille,1356,2,Les Clées,5750,VD,526621.956734317,176541.594777203,fr
Croy,1322,0,Croy,5752,VD,526425.681058633,171908.421481288,fr
Juriens,1326,0,Juriens,5754,VD,524294.550446299,171598.170018206,fr
Lignerolle,1357,0,Lignerolle,5755,VD,524934.032443828,177015.52285039,fr
Montcherand,1354,0,Montcherand,5756,VD,529069.228569176,176138.164791306,fr
Orbe,1350,0,Orbe,5757,VD,530767.667742636,175222.466763283,fr
La Praz,1148,6,La Praz,5758,VD,522590.902673155,168998.994736117,fr
Premier,1324,0,Premier,5759,VD,524031.723714183,173065.830257924,fr
Rances,1439,0,Rances,5760,VD,530657.372904133,179292.164131455,fr
Romainmôtier,1323,0,Romainmôtier-Envy,5761,VD,525255.88435959,171829.879002809,fr
Sergey,1355,2,Sergey,5762,VD,528259.207468039,178157.766387046,fr
Valeyres-sous-Rances,1358,0,Valeyres-sous-Rances,5763,VD,529759.924971399,178271.343515054,fr
Vallorbe,1337,0,Vallorbe,5764,VD,519058.495554114,174068.546935854,fr
Vaulion,1325,0,Vaulion,5765,VD,519814.805457852,171425.944165355,fr
Champvent,1443,0,Vuiteboeuf,5766,VD,533749.759361799,183164.667657185,fr
Vuiteboeuf,1445,0,Vuiteboeuf,5766,VD,532161.494366745,184375.894067955,fr
Corcelles-le-Jorat,1082,0,Corcelles-le-Jorat,5785,VD,546591.505985917,161929.022259419,fr
Hermenches,1513,0,Corcelles-le-Jorat,5785,VD,546860.695362029,163732.250883777,fr
Maracon,1613,0,Maracon,5790,VD,556466.718359904,155533.586003428,fr
Montpreveyres,1081,0,Montpreveyres,5792,VD,547080.42127515,159452.001056547,fr
Ropraz,1088,0,Ropraz,5798,VD,547377.240559982,162864.23020906,fr
Servion,1077,0,Servion,5799,VD,549922.649647681,158743.208014364,fr
Les Cullayes,1080,0,Servion,5799,VD,547320.460170252,158225.076110204,fr
Carrouge VD,1084,0,Vulliens,5803,VD,550188.007795203,161313.337024081,fr
Vulliens,1085,0,Vulliens,5803,VD,550832.141033996,163581.256300997,fr
Montaubion-Chardonney,1041,22,Jorat-Menthue,5804,VD,544550.03772257,166460.405402798,fr
Villars-Tiercelin,1058,0,Jorat-Menthue,5804,VD,543771.863961307,164234.805125493,fr
Peney-le-Jorat,1059,0,Jorat-Menthue,5804,VD,545552.6354983,164992.752102581,fr
Villars-Mendraz,1061,0,Jorat-Menthue,5804,VD,545702.014603496,166479.389546308,fr
Sottens,1062,0,Jorat-Menthue,5804,VD,546685.178864652,167375.930881079,fr
Peyres-Possens,1063,4,Jorat-Menthue,5804,VD,544852.860566668,167823.218178251,fr
Essertes,1078,0,Oron,5805,VD,550198.988426089,157001.822534228,fr
Palézieux,1607,0,Oron,5805,VD,553911.939301791,154762.787979208,fr
Palézieux-Village,1607,1,Oron,5805,VD,553362.416260264,156337.828020109,fr
Les Tavernes,1607,3,Oron,5805,VD,551839.392097807,156143.216283451,fr
Les Thioleyres,1607,4,Oron,5805,VD,551928.242447132,154457.694290215,fr
Oron-le-Châtel,1608,0,Oron,5805,VD,553928.010927155,158338.143888759,fr
Bussigny-sur-Oron,1608,2,Oron,5805,VD,555862.007433179,157762.074507279,fr
Chesalles-sur-Oron,1608,3,Oron,5805,VD,555152.444506442,158544.576303533,fr
Oron-la-Ville,1610,0,Oron,5805,VD,553130.747715297,157872.579059678,fr
Châtillens,1610,1,Oron,5805,VD,552336.272654611,157588.383249346,fr
Vuibroye,1610,2,Oron,5805,VD,551453.649890624,158054.52452178,fr
Ecoteaux,1612,0,Oron,5805,VD,555796.30055746,155101.459041597,fr
Ferlens VD,1076,0,Jorat-Mézières,5806,VD,549959.136337776,159953.341579622,fr
Mézières VD,1083,0,Jorat-Mézières,5806,VD,548856.038618914,160658.78822104,fr
Carrouge VD,1084,0,Jorat-Mézières,5806,VD,549172.989092593,161717.830910206,fr
Champtauroz,1537,0,Champtauroz,5812,VD,550277.661558068,178986.582176688,fr
Chevroux,1545,0,Chevroux,5813,VD,559499.745832225,193075.786355462,fr
Corcelles-près-Payerne,1562,0,Corcelles-près-Payerne,5816,VD,563575.266601168,186832.702424957,fr
Cousset,1774,0,Corcelles-près-Payerne,5816,VD,564300.329505802,186362.014311582,fr
Grandcour,1543,0,Grandcour,5817,VD,561259.949252291,191323.515380865,fr
Henniez,1525,0,Henniez,5819,VD,557617.793926775,176838.693570279,fr
Missy,1565,0,Missy,5821,VD,564308.563669041,192246.638163409,fr
Payerne,1530,0,Payerne,5822,VD,561778.922229271,185631.70270277,fr
Vers-chez-Perrin,1551,0,Payerne,5822,VD,562135.591731148,182926.099723568,fr
Corcelles-près-Payerne,1562,0,Payerne,5822,VD,562506.983455094,188312.970641968,fr
Trey,1552,0,Trey,5827,VD,560837.33890833,180027.089718727,fr
Treytorrens (Payerne),1538,0,Treytorrens (Payerne),5828,VD,551287.404994754,180193.95835575,fr
Sédeilles,1554,0,Villarzel,5830,VD,561353.897609217,177703.463540682,fr
Rossens VD,1554,2,Villarzel,5830,VD,560541.895576695,176117.935065342,fr
Villarzel,1555,0,Villarzel,5830,VD,559811.617255684,177657.350151533,fr
Nuvilly,1485,0,Valbroye,5831,VD,554312.77948937,180849.334550287,fr
Granges-près-Marnand,1523,0,Valbroye,5831,VD,558058.005071988,178898.957631536,fr
Marnand,1524,0,Valbroye,5831,VD,558933.245539803,178466.382132211,fr
Seigneux,1525,2,Valbroye,5831,VD,557185.119591973,175364.867852094,fr
Sassel,1534,0,Valbroye,5831,VD,555629.574627086,180838.639226506,fr
Combremont-le-Grand,1535,0,Valbroye,5831,VD,552603.971381238,179159.55821383,fr
Combremont-le-Petit,1536,0,Valbroye,5831,VD,551903.452323602,177777.543025999,fr
Villars-Bramard,1682,4,Valbroye,5831,VD,558707.513573227,174274.815284207,fr
Cerniaz VD,1682,5,Valbroye,5831,VD,558519.092244238,175255.652854195,fr
Rougemont,1659,0,Château-d'Oex,5841,VD,580115.808868299,147183.584559631,fr
Flendruz,1659,2,Château-d'Oex,5841,VD,578662.621879133,151471.887529128,fr
Château-d'Oex,1660,0,Château-d'Oex,5841,VD,576251.78485009,146871.542464767,fr
Les Moulins,1660,2,Château-d'Oex,5841,VD,574496.937829826,145482.320831464,fr
L'Etivaz,1660,3,Château-d'Oex,5841,VD,577645.583009473,141511.63356429,fr
La Lécherette,1660,4,Château-d'Oex,5841,VD,574449.453165253,141160.124006937,fr
Rossinière,1658,0,Rossinière,5842,VD,572542.203763397,146177.264689035,fr
La Tine,1658,2,Rossinière,5842,VD,570111.484659127,146464.739278937,fr
Rougemont,1659,0,Rougemont,5843,VD,582156.600895935,148497.178469816,fr
Flendruz,1659,2,Rougemont,5843,VD,580329.619979845,148050.396366467,fr
Allaman,1165,0,Allaman,5851,VD,519867.552244665,147146.306221158,fr
Bursinel,1195,3,Bursinel,5852,VD,512817.273697395,143632.159476498,fr
Bursins,1183,0,Bursins,5853,VD,511740.39524021,145287.82997628,fr
Burtigny,1268,2,Bursins,5853,VD,510897.966094457,146371.79556785,fr
Burtigny,1268,2,Burtigny,5854,VD,509410.027587923,146635.510605745,fr
Dully,1195,2,Dully,5855,VD,512079.721111898,142643.845159761,fr
Rolle,1180,0,Essertines-sur-Rolle,5856,VD,514156.224400594,147051.45915626,fr
Tartegnin,1180,2,Essertines-sur-Rolle,5856,VD,513968.40741074,146736.370603365,fr
Mont-sur-Rolle,1185,0,Essertines-sur-Rolle,5856,VD,514413.10683505,146476.655459009,fr
Essertines-sur-Rolle,1186,0,Essertines-sur-Rolle,5856,VD,513958.145718846,149707.644737543,fr
Rolle,1180,0,Gilly,5857,VD,513861.56688627,144832.672467078,fr
Gilly,1182,0,Gilly,5857,VD,512550.150845233,145956.532794484,fr
Bursins,1183,0,Gilly,5857,VD,512417.571123677,144600.313322702,fr
Essertines-sur-Rolle,1186,0,Gilly,5857,VD,512507.692412946,148085.931420895,fr
Bursinel,1195,3,Gilly,5857,VD,513239.409835245,144727.026463838,fr
Luins,1184,0,Luins,5858,VD,510414.081556586,144565.842392316,fr
Mont-sur-Rolle,1185,0,Mont-sur-Rolle,5859,VD,515386.619853711,147218.443079945,fr
Perroy,1166,0,Perroy,5860,VD,517566.315744189,146816.302419796,fr
Rolle,1180,0,Rolle,5861,VD,515307.263921029,145844.044158157,fr
Tartegnin,1180,2,Tartegnin,5862,VD,513698.154864135,146735.589326646,fr
Vinzel,1184,1,Vinzel,5863,VD,510888.773472472,144751.117829775,fr
Burtigny,1268,2,Vinzel,5863,VD,510374.734986951,145653.599960003,fr
Le Pont,1342,0,L'Abbaye,5871,VD,515274.409909704,168749.863309504,fr
L'Abbaye,1344,0,L'Abbaye,5871,VD,514338.105386056,167151.511471518,fr
Les Bioux,1346,0,L'Abbaye,5871,VD,510823.945589665,164099.071652255,fr
L'Orient,1341,0,Le Chenit,5872,VD,508036.488802177,161779.960242179,fr
Le Sentier,1347,0,Le Chenit,5872,VD,507559.932051871,162607.020132732,fr
Le Solliat,1347,1,Le Chenit,5872,VD,507772.250930844,163875.799135198,fr
Le Brassus,1348,0,Le Chenit,5872,VD,505841.520233334,159695.091900038,fr
Les Charbonnières,1343,0,Le Lieu,5873,VD,513895.05376252,169010.040483903,fr
Le Lieu,1345,0,Le Lieu,5873,VD,511462.039329286,166898.847611658,fr
Le Séchey,1345,1,Le Lieu,5873,VD,512853.271743555,168288.600868173,fr
Puidoux,1070,0,Chardonne,5882,VD,552339.738890641,151066.147856448,fr
Chexbres,1071,0,Chardonne,5882,VD,550992.794525786,148142.972652607,fr
St-Saphorin (Lavaux),1071,2,Chardonne,5882,VD,551165.311125621,147131.901539315,fr
Granges (Veveyse),1614,0,Chardonne,5882,VD,552929.686337218,150995.287087488,fr
Le Mont-Pèlerin,1801,0,Chardonne,5882,VD,553277.202337923,147988.610085121,fr
Chardonne,1803,0,Chardonne,5882,VD,553026.724915624,147463.059542181,fr
Jongny,1805,0,Chardonne,5882,VD,554134.02870968,148343.30984573,fr
